"No.","公開番号","案件の状態","発注方式","電入／紙入","工事番号","工事名","所属コード","所属名","工事場所","予定価格（税抜）","予定価格（税込）","公告（通知）日","開札予定日","更新日時","発注業種","発注業種２"
"1664","161693","","一般競争入札","電子入札","平成２８年度　道改交金　第１２６号","柏御坊線道路改良（外）合併工事","130560","日高振興局建設部","日高郡日高町","3087000","3333960","2016/06/30","2016/07/12","2016/07/15 06:30","土木一式工事",""
"1665","161770","","一般競争入札","電子入札","平成２８年度　道改交金　第１２３号","楠本小川線（仮称３号橋）道路改良工事","130460","有田振興局建設部","有田郡有田川町","18543000","20026440","2016/06/30","2016/07/13","2016/07/19 14:51","土木一式工事",""
"1666","161764","","一般競争入札","電子入札","平成２８年度　道改交金　第１１９号－２","有田湯浅線道路改良外合併調査業務","130460","有田振興局建設部","有田市","14730000","15908400","2016/06/30","2016/07/13","2016/07/19 14:58","地質調査",""
"1667","161769","","一般競争入札（総合評価）","電子入札","平成２８年度　道改交金　第１１９号","有田湯浅線道路改良設計業務","130460","有田振興局建設部","有田市","19660000","21232800","2016/06/30","2016/07/27","2016/08/22 17:53","トンネル",""
"1668","161785","","一般競争入札","電子入札","平成２８年度　道改交金　第１１７号－６","海南金屋線道路改良調査業務","130160","海南工事事務所","海南市","1210000","1306800","2016/06/30","2016/07/12","2016/07/15 06:30","物件",""
"1669","161788","","一般競争入札（総合評価）","電子入札","平成２８年度　道改交金　第１１７号－５","海南金屋線道路改良設計業務","130160","海南工事事務所","海南市","20440000","22075200","2016/06/30","2016/07/27","2016/08/13 06:30","道路","地質"
"1670","161786","","一般競争入札","電子入札","平成２８年度　道改交金　第１１７号－４","海南金屋線道路改良設計業務","130160","海南工事事務所","海南市","23810000","25714800","2016/06/30","2016/07/12","2016/07/15 06:30","道路",""
"1671","161787","","一般競争入札（総合評価）","電子入札","平成２８年度　道改交金　第１１７号－３","海南金屋線（仮称鏡石トンネル）道路改良設計業務","130160","海南工事事務所","海南市","","","2016/06/30","2016/07/27","2016/08/26 06:30","トンネル","地質"
"1672","161704","","一般競争入札","電子入札","平成２８年度　道改交金　第１１３号－１３","和歌山橋本線道路改良工事","130160","海草振興局建設部","和歌山市","14532000","15694560","2016/06/30","2016/07/12","2016/07/15 06:30","土木一式工事",""
"1673","161760","","一般競争入札","電子入札","平成２８年度　道改交金　第１０号－３","国道３７１号　道路改良測量業務","130360","伊都振興局建設部","伊都郡かつらぎ町","2190000","2365200","2016/06/30","2016/07/12","2016/07/14 13:10","測量一般",""
"1674","161684","","一般競争入札","電子入札","平成２８年度　道維修　第６号－３４","白浜温泉線外道路維持修繕工事","130660","西牟婁振興局建設部","西牟婁郡白浜町","1880000","2030400","2016/06/30","2016/07/11","2016/07/20 06:30","土木一式工事",""
"1675","161741","","一般競争入札","電子入札","平成２８年度　道維修　第２号－２６","西川原粉河線道路維持修繕外合併設計業務","130260","那賀振興局建設部","紀の川市","2230000","2408400","2016/06/30","2016/07/12","2016/07/20 06:30","道路",""
"1676","161763","","一般競争入札","電子入札","平成２８年度　道維修　第２号－２５","西川原粉河線道路維持修繕外合併測量業務","130260","那賀振興局建設部","紀の川市","1490000","1609200","2016/06/30","2016/07/12","2016/07/19 06:30","測量一般",""
"1677","161755","","一般競争入札（総合評価）","電子入札","平成２８年度　堤改　第５０５号－４","古屋川堤防改修工事","130560","日高振興局建設部","日高郡印南町","36395000","39306600","2016/06/30","2016/07/20","2016/07/27 12:38","土木一式工事",""
"1678","161780","","一般競争入札","電子入札","平成２８年度　調地　第９号－５","山野地区外地すべり基礎調査　業務","080600","河川・下水道局　砂防課","日高郡日高川町","8900000","9612000","2016/06/30","2016/07/27","2016/07/29 17:53","河川砂防及び海岸",""
"1679","161779","","一般競争入札","電子入札","平成２８年度　調地　第９号－４","中辺路町小松原地区外地すべり基礎調査　業務","080600","河川・下水道局　砂防課","田辺市","9090000","9817200","2016/06/30","2016/07/27","2016/07/29 17:51","河川砂防及び海岸",""
"1680","161777","","一般競争入札","電子入札","平成２８年度　調地　第９号－３","上秋津地区外地すべり基礎調査　業務","080600","河川・下水道局　砂防課","田辺市","8420000","9093600","2016/06/30","2016/07/27","2016/07/29 17:50","河川砂防及び海岸",""
"1681","161776","","一般競争入札","電子入札","平成２８年度　調地　第９号－２","椎出地区外地すべり基礎調査　業務","080600","河川・下水道局　砂防課","伊都郡九度山町","9110000","9838800","2016/06/30","2016/07/27","2016/07/29 17:49","河川砂防及び海岸",""
"1682","161714","","一般競争入札","電子入札","平成２８年度　調急　第８号－４","市屋地区外急傾斜地基礎調査外合併業務","130770","東牟婁振興局新宮建設部","東牟婁郡那智勝浦町","19940000","21535200","2016/06/30","2016/07/11","2016/07/15 06:30","河川砂防及び海岸",""
"1683","161768","","一般競争入札（総合評価）","電子入札","平成２８年度　中山間　第４号－１","下丹生谷地区　ほ場整備（その２）工事","130290","那賀振興局農林水産振興部","紀の川市","52615000","56824200","2016/06/30","2016/07/20","2016/07/13 09:58","土木一式工事",""
"1684","161705","","一般競争入札","電子入札","平成２８年度　地特　第３４号－２","上富田南部線地方特定道路整備設計業務","130660","西牟婁振興局建設部","田辺市","3810000","4114800","2016/06/30","2016/07/11","2016/07/20 06:30","道路",""
"1685","161687","","一般競争入札","電子入札","平成２８年度　地特　第３４号","上富田南部線地方特定道路整備測量業務","130660","西牟婁振興局建設部","田辺市","930000","1004400","2016/06/30","2016/07/11","2016/07/20 06:30","測量一般",""
"1686","161703","","一般競争入札","電子入札","平成２８年度　西営委　第８号","東牟婁振興局健康福祉部串本支所災害備蓄倉庫整備工事設計業務","130660","西牟婁振興局建設部","東牟婁郡串本町","780000","842400","2016/06/30","2016/07/11","2016/07/20 06:30","建築一般",""
"1687","161726","","一般競争入札（総合評価）","電子入札","平成２８年度　整促　第１号－２","川辺町周辺水源工区地区送水施設更新その７工事","130590","日高振興局農林水産振興部","日高郡日高川町","77719000","83936520","2016/06/30","2016/07/21","2016/07/28 06:31","土木一式工事",""
"1688","161725","","一般競争入札（総合評価）","電子入札","平成２８年度　水合理　第７号－１","名田地区水管理施設更新工事","130590","日高振興局農林水産振興部","御坊市","36658000","39590640","2016/06/30","2016/07/21","2016/07/28 06:31","電気通信工事",""
"1689","161734","","一般競争入札","電子入札","平成２８年度　小道改　第４０４号","海南吉備線小規模道路改良工事","130460","有田振興局建設部","有田郡有田川町","12935000","13969800","2016/06/30","2016/07/13","2016/07/19 14:56","土木一式工事",""
"1690","161716","","一般競争入札","電子入札","平成２８年度　小土砂　第５５号","檜杖２地区小規模土砂災害対策工事","130770","東牟婁振興局新宮建設部","新宮市","3375000","3645000","2016/06/30","2016/07/11","2016/07/15 06:30","土木一式工事",""
"1691","161756","","一般競争入札","電子入札","平成２８年度　小土砂　第２０号","明神川６地区小規模土砂災害対策工事","130560","日高振興局建設部","御坊市","1733000","1871640","2016/06/30","2016/07/12","2016/07/16 06:30","土木一式工事",""
"1692","161681","","一般競争入札","電子入札","平成２８年度　災がけ　第１号","引尾地区災害緊急がけ崩れ対策工事","130160","海南工事事務所","海南市","5202000","5618160","2016/06/30","2016/07/12","2016/07/15 06:30","土木一式工事",""
"1693","161750","","一般競争入札（総合評価）","電子入札","平成２８年度　国補県改　第１１２号－３","粉河加太線（仮称高川橋上部）道路改良工事","130160","海草振興局建設部","和歌山市","99551000","107515080","2016/06/30","2016/07/20","2016/07/29 06:30","土木一式工事",""
"1694","161715","","一般競争入札","電子入札","平成２８年度　国交建住　第５号","県営住宅日置団地駐車場整備工事設計業務","130660","西牟婁振興局建設部","西牟婁郡白浜町","660000","712800","2016/06/30","2016/07/11","2016/07/20 06:30","建築一般",""
"1695","161733","","一般競争入札","電子入札","平成２８年度　港湾受託　第１－２号－２","和歌山下津港　港湾受託工事","082501","和歌山下津港湾事務所","海南市","521000","562680","2016/06/30","2016/07/12","2016/07/15 06:30","塗装工事",""
"1696","161701","","一般競争入札（総合評価）","電子入札","平成２８年度　港整　第６－１号","由良港港湾施設整備（放置艇対策）（外）合併工事","130560","日高振興局建設部","日高郡由良町","97847000","105674760","2016/06/30","2016/07/20","2016/07/27 12:38","土木一式工事",""
"1697","161751","","一般競争入札","電子入札","平成２８年度　港整　第１－３号－２","和歌山下津港　港湾施設整備（放置艇対策）調査業務","082501","和歌山下津港湾事務所","和歌山市","4490000","4849200","2016/06/30","2016/07/12","2016/07/15 06:30","地質調査",""
"1698","161731","","一般競争入札","電子入札","平成２８年度　港整　第１－３号","和歌山下津港　港湾施設整備（放置艇対策）測量業務","082501","和歌山下津港湾事務所","和歌山市","2280000","2462400","2016/06/30","2016/07/12","2016/07/15 06:30","測量一般",""
"1699","161732","","一般競争入札","電子入札","平成２８年度　港整　第１－１号","和歌山下津港　港湾施設整備工事","082501","和歌山下津港湾事務所","和歌山市","14185000","15319800","2016/06/30","2016/07/12","2016/07/23 06:30","土木一式工事",""
"1700","161749","","一般競争入札","電子入札","平成２８年度　港海整　第５－３号－２","由良港海岸海岸整備設計業務","130560","日高振興局建設部","日高郡由良町","1490000","1609200","2016/06/30","2016/07/12","2016/07/20 06:30","港湾及び空港",""
"1701","161683","","一般競争入札","電子入札","平成２８年度　交安交金　第８０１－５号－２","国道１６８号交付金交通安全工事","130770","東牟婁振興局新宮建設部","新宮市","11706000","12642480","2016/06/30","2016/07/11","2016/07/15 06:30","舗装工事",""
"1702","161686","","一般競争入札","電子入札","平成２８年度　交安交金　第３０４－５号","岩出野上線交付金交通安全測量業務","130160","海南工事事務所","海草郡紀美野町","4730000","5108400","2016/06/30","2016/07/12","2016/07/15 06:30","測量一般",""
"1703","161711","","一般競争入札","電子入札","平成２８年度　県災防　第８号","那智山勝浦線道路災害防除設計業務","130770","東牟婁振興局新宮建設部","東牟婁郡那智勝浦町","5130000","5540400","2016/06/30","2016/07/11","2016/07/15 06:30","道路",""
"1704","161759","","一般競争入札（総合評価）","電子入札","平成２８年度　県債　道改交金　第１０２号","山内恋野線（恋野橋下部工その１）　道路改良工事","130360","伊都振興局建設部","橋本市","88924000","96037920","2016/06/30","2016/07/20","2016/07/27 13:15","土木一式工事",""
"1705","161724","","一般競争入札","電子入札","平成２８年度　県債　建替　第１号－４","和歌山下津港湾事務所庁舎新築工事監理業務","081200","都市住宅局　公共建築課","和歌山市","6440000","6955200","2016/06/30","2016/07/12","2016/07/15 06:30","建築一般",""
"1706","161718","","一般競争入札","電子入札","平成２８年度　県交　第６号","国道３１１号外交通安全施設等整備工事","130660","西牟婁振興局建設部","田辺市","3448000","3723840","2016/06/30","2016/07/11","2016/07/20 06:30","塗装工事",""
"1707","161728","","一般競争入札","電子入札","平成２８年度　県交　第１号－８","新和歌浦線外交通安全施設等整備工事","130160","海草振興局建設部","和歌山市","6057000","6541560","2016/06/30","2016/07/12","2016/07/15 06:30","土木一式工事",""
"1708","161781","","一般競争入札","電子入札","平成２８年度　建住管　第７－３号","県営すさみ団地非常警報設備取替改修工事","130760","東牟婁振興局串本建設部","西牟婁郡すさみ町","542000","585360","2016/06/30","2016/07/12","2016/07/12 17:02","電気工事",""
"1709","161783","","一般競争入札","電子入札","平成２８年度　漁港海岸　第３－３号","下田原漁港海岸漁港海岸整備調査業務","130760","東牟婁振興局串本建設部","東牟婁郡串本町","1930000","2084400","2016/06/30","2016/07/12","2016/07/16 06:30","河川砂防及び海岸",""
"1710","161782","","一般競争入札","電子入札","平成２８年度　急傾斜　第３７号－４","大島谷地区急傾斜地崩壊対策工事","130760","東牟婁振興局串本建設部","西牟婁郡すさみ町","4174000","4507920","2016/06/30","2016/07/12","2016/07/16 06:30","土木一式工事",""
"1711","161773","","一般競争入札（総合評価）","電子入札","平成２８年度　基水　第３号－１","有田川地区　西谷川工区第３水槽改修工事","130490","有田振興局農林水産振興部","有田市","68782000","74284560","2016/06/30","2016/07/27","2016/08/16 10:07","鋼構造物工事",""
"1712","161706","","一般競争入札","電子入札","平成２８年度　街特整　第３号","南港山東線地方特定道路整備測量業務","130160","海草振興局建設部","和歌山市","8070000","8715600","2016/06/30","2016/07/12","2016/07/15 06:30","測量一般",""
"1713","161719","","一般競争入札（総合評価）","電子入札","平成２８年度　営　第１９号","和歌山ビッグホエール中央監視装置取替他工事","081200","都市住宅局　公共建築課","和歌山市","62380000","67370400","2016/06/30","2016/08/02","2016/08/10 10:01","電気工事",""
"1714","161717","","一般競争入札（総合評価）","電子入札","平成２８年度　営　第１５号","和歌山ビッグホエール自動火災報知設備他取替工事","081200","都市住宅局　公共建築課","和歌山市","64960000","70156800","2016/06/30","2016/08/02","2016/08/10 09:58","電気工事",""
"1715","161695","","一般競争入札","電子入札","平成２８年度　ダム修繕　第４号－６","切目川ダム修繕工事","130560","日高振興局建設部","日高郡印南町","1236000","1334880","2016/06/30","2016/07/12","2016/07/16 06:30","鋼構造物工事",""
"1716","161767","","一般競争入札（総合評価）","電子入札","平成２８年度　ため池等　第１２号－１","西の池改修その1工事","130290","那賀振興局農林水産振興部","紀の川市","80978000","87456240","2016/06/30","2016/07/20","2016/07/29 20:11","土木一式工事",""
"1717","161774","","一般競争入札（総合評価）","電子入札","平成２７年度　道保交金　第７０１－３号－３","国道３７１号（一雨橋）交付金道路保全工事","130760","東牟婁振興局串本建設部","東牟婁郡古座川町","39707000","42883560","2016/06/30","2016/07/20","2016/08/04 06:31","土木一式工事",""
"1718","161762","","一般競争入札","電子入札","平成２７年度　道保交金　第６０３－３２号－３","国道３７１号交付金道路保全工事","130660","西牟婁振興局建設部","田辺市","12537000","13539960","2016/06/30","2016/07/11","2016/07/20 06:30","とび・土工・コンクリート工事",""
"1719","161738","","一般競争入札（総合評価）","電子入札","平成２７年度　道改交金　第７号－２７","国道３７０号道路改良合併工事","130160","海南工事事務所","海南市","89168000","96301440","2016/06/30","2016/07/20","2016/07/29 06:30","土木一式工事",""
"1720","161775","","一般競争入札","電子入札","平成２７年度　調地　第９号－４","梅本地区外地すべり基礎調査　業務","080600","河川・下水道局　砂防課","海草郡紀美野町","8860000","9568800","2016/06/30","2016/07/27","2016/07/29 17:47","河川砂防及び海岸",""
"1721","161753","","一般競争入札","電子入札","平成２７年度　砂防　第２１号－４","露谷川砂防設計業務","130560","日高振興局建設部","日高郡日高川町","3830000","4136400","2016/06/30","2016/07/12","2016/07/05 14:39","河川砂防及び海岸",""
"1722","161757","","一般競争入札（総合評価）","電子入札","平成２７年度　砂防　第１０１号－３","慶賀野地区　砂防外合併工事","130360","伊都振興局建設部","橋本市","85901000","92773080","2016/06/30","2016/07/20","2016/07/27 13:15","とび・土工・コンクリート工事",""
"1723","161766","","一般競争入札","電子入札","平成２７年度　港湾受託　第１－２号－３","和歌山下津港　港湾受託工事","082501","和歌山下津港湾事務所","海南市","24462000","26418960","2016/06/30","2016/07/12","2016/07/15 06:30","舗装工事",""
"1724","161721","","一般競争入札（総合評価）","電子入札","平成２７年度　港整　第９－３号","和歌山下津港　港湾施設整備（耐震化）工事","082501","和歌山下津港湾事務所","海南市","53131000","57381480","2016/06/30","2016/07/21","2016/07/05 09:25","鋼構造物工事",""
"1725","161679","","一般競争入札","電子入札","平成２７年度　港整　第７－５号－５","湯浅広港港湾施設整備工事","130460","有田振興局建設部","有田郡湯浅町","14307000","15451560","2016/06/30","2016/07/13","2016/07/19 14:53","土木一式工事",""
"1726","161702","","一般競争入札","電子入札","平成２７年度　港整　第２号－２","由良港港湾施設整備（外）合併影響評価業務","130560","日高振興局建設部","日高郡由良町","9780000","10562400","2016/06/30","2016/07/12","2016/07/16 06:30","港湾及び空港",""
"1727","161722","","一般競争入札","電子入札","平成２７年度　港整　第１－２号－３","和歌山下津港　港湾施設整備（放置艇対策）工事","082501","和歌山下津港湾事務所","和歌山市","15395000","16626600","2016/06/30","2016/07/12","2016/07/15 06:30","土木一式工事",""
"1728","161735","","一般競争入札","電子入札","平成２７年度　広改交金　第５０１号－３","龍神十津川線道路改良工事","130660","西牟婁振興局建設部","田辺市","1179000","1273320","2016/06/30","2016/07/11","2016/07/20 06:31","土木一式工事",""
"1729","161758","","一般競争入札","電子入札","平成２７年度　広域　第１号－２２","紀の川左岸地区　東渋田道路舗装工事","130360","伊都振興局建設部","伊都郡かつらぎ町","4095000","4422600","2016/06/30","2016/07/12","2016/07/14 13:09","舗装工事",""
"1730","161761","","一般競争入札","電子入札","平成２７年度　交安交金　第１０４－５号－４","橋本五條線交付金交通安全外合併工事","130360","伊都振興局建設部","橋本市","1493000","1612440","2016/06/30","2016/07/12","2016/07/14 13:54","土木一式工事",""
"1731","161682","","一般競争入札","電子入札","平成２７年度　漁港整備　第７－５号－３","勝浦漁港整備（機能強化）検討業務","130770","東牟婁振興局新宮建設部","東牟婁郡那智勝浦町","6020000","6501600","2016/06/30","2016/07/11","2016/07/20 06:31","港湾及び空港",""
"1732","161752","","一般競争入札（総合評価）","電子入札","平成２７年度　漁港整備　第７－２号－２","阿尾漁港整備（機能強化）設計業務","130560","日高振興局建設部","日高郡日高町","14680000","15854400","2016/06/30","2016/07/27","2016/07/05 14:35","港湾及び空港",""
"1733","161694","","一般競争入札（総合評価）","電子入札","平成２７年度　漁港海岸　第１号－２","田辺漁港海岸整備（環境）工事","130660","西牟婁振興局建設部","田辺市","39982000","43180560","2016/06/30","2016/07/20","2016/08/04 06:31","土木一式工事",""
"1734","161713","","一般競争入札（総合評価）","電子入札","平成２７年度　急傾斜　第２９号－４","川湯地区急傾斜地崩壊対策工事","130660","西牟婁振興局建設部","田辺市","33579000","36265320","2016/06/30","2016/07/20","2016/08/04 06:31","とび・土工・コンクリート工事",""
"1735","161754","","一般競争入札","電子入札","平成２７年度　急傾斜　第１０号－３","樮川地区急傾斜地崩壊対策工事","130560","日高振興局建設部","日高郡印南町","25039000","27042120","2016/06/30","2016/07/12","2016/07/16 06:30","土木一式工事",""
"1736","161700","","一般競争入札","電子入札","平成２７年度　２７年災助成　第１号－１５","江川災害復旧助成建物等調査業務","130560","日高振興局建設部","日高郡日高川町","7520000","8121600","2016/06/30","2016/07/12","2016/07/20 06:30","機械工作物",""
"1737","161649","","一般競争入札","電子入札","平成２８年度　予防　第５号－１","予防治山事業設計業務委託","130590","日高振興局農林水産振興部","日高郡日高川町","1449000","1564920","2016/06/23","2016/07/06","2016/07/12 06:30","森林土木",""
"1738","161658","","一般競争入札","電子入札","平成２８年度　舗補　第５号－２","御坊中津線（外）舗装補修工事","130560","日高振興局建設部","日高郡日高川町","6555000","7079400","2016/06/23","2016/07/05","2016/07/08 06:30","舗装工事",""
"1739","161590","","一般競争入札","電子入札","平成２８年度　復旧　第４号－１","復旧治山事業設計業務","130390","伊都振興局農林水産振興部","伊都郡かつらぎ町","4362000","4710960","2016/06/23","2016/07/05","2016/07/07 10:21","森林土木",""
"1740","161598","","一般競争入札","電子入札","平成２８年度　畑総　第２号－１","みなべ地区農道舗装その３工事","130590","日高振興局農林水産振興部","日高郡みなべ町","21250000","22950000","2016/06/23","2016/07/06","2016/07/12 06:30","土木一式工事",""
"1741","161613","","一般競争入札","電子入札","平成２８年度　道保交金　第９０４－１０号－３","海南金屋線外交付金道路保全橋梁点検業務","130460","有田振興局建設部","有田郡有田川町","7540000","8143200","2016/06/23","2016/07/06","2016/07/12 17:37","鋼構造及びコンクリート",""
"1742","161615","","一般競争入札","電子入札","平成２８年度　道保交金　第９０３－１１号","国道４２４号交付金道路保全点検業務","130460","有田振興局建設部","有田郡有田川町","5740000","6199200","2016/06/23","2016/07/06","2016/07/12 17:39","トンネル",""
"1743","161614","","一般競争入札","電子入札","平成２８年度　道保交金　第９０３－１０号","国道４２４号外交付金道路保全橋梁点検業務","130460","有田振興局建設部","有田郡有田川町","4260000","4600800","2016/06/23","2016/07/06","2016/07/12 17:40","鋼構造及びコンクリート",""
"1744","161594","","一般競争入札","電子入札","平成２８年度　道保交金　第８０１－３号","国道１６８号（無名橋）交付金道路保全工事","130770","東牟婁振興局新宮建設部","新宮市","15079000","16285320","2016/06/23","2016/07/04","2016/07/06 06:30","土木一式工事",""
"1745","161623","","一般競争入札","電子入札","平成２８年度　道保交金　第１０５－３号","高野橋本線（岸上橋）交付金道路保全工事","130360","伊都振興局建設部","橋本市","14219000","15356520","2016/06/23","2016/07/05","2016/07/07 13:05","土木一式工事",""
"1746","161637","","一般競争入札","電子入札","平成２８年度　道調　第１号","白浜久木線道路調査設計業務","130660","西牟婁振興局建設部","西牟婁郡白浜町","9130000","9860400","2016/06/23","2016/07/22","2016/07/22 17:13","道路",""
"1747","161651","","一般競争入札","電子入札","平成２８年度　道改交金　第７号","国道３７０号道路改良調査解析業務","130160","海南工事事務所","海草郡紀美野町","4990000","5389200","2016/06/23","2016/07/05","2016/07/08 06:30","地質",""
"1748","161624","","一般競争入札（総合評価）","電子入札","平成２８年度　道改交金　第４号－８","国道３７０号道路改良工事","130160","海南工事事務所","海南市","75903000","81975240","2016/06/23","2016/07/12","2016/07/22 06:30","土木一式工事",""
"1749","161602","","一般競争入札（総合評価）","電子入札","平成２８年度　道改交金　第４号－７","国道３７０号道路改良工事","130160","海南工事事務所","海南市","81904000","88456320","2016/06/23","2016/07/12","2016/07/22 06:30","土木一式工事",""
"1750","161630","","一般競争入札（総合評価）","電子入札","平成２８年度　道改交金　第１号－４","国道１６９号道路改良工事","130770","東牟婁振興局新宮建設部","新宮市","18904000","20416320","2016/06/23","2016/07/12","2016/07/20 06:31","土木一式工事",""
"1751","161595","","一般競争入札","電子入札","平成２８年度　道改交金　第１号－３","国道１６９号道路改良工事","130770","東牟婁振興局新宮建設部","新宮市","14720000","15897600","2016/06/23","2016/07/04","2016/07/07 06:32","土木一式工事",""
"1752","161631","","一般競争入札","電子入札","平成２８年度　道改交金　第１９号－２","国道４２５号道路改良工事","130660","西牟婁振興局建設部","田辺市","4196000","4531680","2016/06/23","2016/07/04","2016/07/12 10:39","舗装工事",""
"1753","161648","","一般競争入札","電子入札","平成２８年度　道改交金　第１９号","国道４２５号道路改良工事","130660","西牟婁振興局建設部","田辺市","1509000","1629720","2016/06/23","2016/07/04","2016/07/12 06:31","土木一式工事",""
"1754","161668","","一般競争入札（総合評価）","電子入札","平成２８年度　道改交金　第１４号－２","国道３７１号道路改良工事","130760","東牟婁振興局串本建設部","東牟婁郡古座川町","62331000","67317480","2016/06/23","2016/07/12","2016/07/21 06:31","土木一式工事",""
"1755","161671","","一般競争入札","電子入札","平成２８年度　道改交金　第１３８号－２","すさみ古座線道路改良調査業務","130760","東牟婁振興局串本建設部","西牟婁郡すさみ町","4000000","4320000","2016/06/23","2016/07/05","2016/07/09 06:30","地質調査",""
"1756","161660","","一般競争入札","電子入札","平成２８年度　道改交金　第１３７号","平瀬上三栖線道路改良測量業務","130660","西牟婁振興局建設部","田辺市","9910000","10702800","2016/06/23","2016/07/04","2016/07/12 06:31","測量一般",""
"1757","161636","","一般競争入札（総合評価）","電子入札","平成２８年度　道改交金　第１３３号－８","白浜温泉線（仮称鴨居高架橋下部その１）道路改良工事","130660","西牟婁振興局建設部","西牟婁郡白浜町","58613000","63302040","2016/06/23","2016/07/12","2016/07/27 12:38","土木一式工事",""
"1758","161657","","一般競争入札","電子入札","平成２８年度　道改交金　第１２８号－６","御坊中津線道路改良設計業務","130560","日高振興局建設部","日高郡日高川町","2820000","3045600","2016/06/23","2016/07/05","2016/07/09 06:30","道路",""
"1759","161656","","一般競争入札","電子入札","平成２８年度　道改交金　第１２８号－５","御坊中津線（外）道路改良（外）合併測量業務","130560","日高振興局建設部","日高郡日高川町","4490000","4849200","2016/06/23","2016/07/05","2016/07/08 06:30","測量一般",""
"1760","161638","","一般競争入札","電子入札","平成２８年度　道改交金　第１１３号－８","和歌山橋本線道路改良工事","130160","海草振興局建設部","和歌山市","17255000","18635400","2016/06/23","2016/07/05","2016/07/08 06:30","土木一式工事",""
"1761","161643","","一般競争入札","電子入札","平成２８年度　道改交金　第１１３号－１４","和歌山橋本線道路改良工事","130160","海草振興局建設部","和歌山市","14971000","16168680","2016/06/23","2016/07/05","2016/07/08 06:30","土木一式工事",""
"1762","161678","","一般競争入札","電子入札","平成２８年度　道改交金　第１０６号","岩出野上線道路改良建物等調査業務","130260","那賀振興局建設部","紀の川市","2950000","3186000","2016/06/23","2016/07/05","2016/07/11 08:16","営業・特殊補償",""
"1763","161670","","一般競争入札","電子入札","平成２８年度　道維修　第７号－５","樫野串本線外道路維持修繕工事","130760","東牟婁振興局串本建設部","東牟婁郡串本町","4758000","5138640","2016/06/23","2016/07/05","2016/07/09 06:30","土木一式工事",""
"1764","161600","","一般競争入札","電子入札","平成２８年度　調急　第３－１号－５","松ヶ峯地区外基礎調査外合併業務","130160","海南工事事務所","海草郡紀美野町","18830000","20336400","2016/06/23","2016/07/05","2016/07/08 06:30","河川砂防及び海岸",""
"1765","161628","","一般競争入札","電子入札","平成２８年度　調急　第３－１号－４","上谷地区外基礎調査外合併業務","130160","海南工事事務所","海南市","28340000","30607200","2016/06/23","2016/07/05","2016/07/08 06:30","河川砂防及び海岸",""
"1766","161625","","一般競争入札","電子入札","平成２８年度　調急　第３－１号－３","下佐々地区外基礎調査外合併業務","130160","海南工事事務所","海草郡紀美野町","28110000","30358800","2016/06/23","2016/07/05","2016/07/08 06:30","河川砂防及び海岸",""
"1767","161655","","一般競争入札","電子入札","平成２８年度　調急　第３－１号－２","毛原中地区外基礎調査外合併業務","130160","海南工事事務所","海草郡紀美野町","28980000","31298400","2016/06/23","2016/07/05","2016/07/08 06:30","河川砂防及び海岸",""
"1768","161601","","一般競争入札","電子入札","平成２８年度　調急　第３－１号","西野地区外基礎調査外合併業務","130160","海南工事事務所","海草郡紀美野町","28310000","30574800","2016/06/23","2016/07/05","2016/07/08 06:30","河川砂防及び海岸",""
"1769","161620","","一般競争入札","電子入札","平成２８年度　調急　第１号－７","慶賀野地区外　砂防基礎調査外合併業務","130360","伊都振興局建設部","橋本市","18850000","20358000","2016/06/23","2016/07/05","2016/07/07 13:03","河川砂防及び海岸",""
"1770","161619","","一般競争入札","電子入札","平成２８年度　調急　第１号－６","柱本地区外　砂防基礎調査外合併業務","130360","伊都振興局建設部","橋本市","22640000","24451200","2016/06/23","2016/07/05","2016/07/07 13:01","河川砂防及び海岸",""
"1771","161622","","一般競争入札","電子入札","平成２８年度　調急　第１号－５","紀見地区外　砂防基礎調査外合併業務","130360","伊都振興局建設部","橋本市","13910000","15022800","2016/06/23","2016/07/05","2016/07/07 13:04","河川砂防及び海岸",""
"1772","161669","","一般競争入札","電子入札","平成２８年度　地特　第４１号","長井古座線外地方特定道路整備外合併工事","130760","東牟婁振興局串本建設部","東牟婁郡串本町","1703000","1839240","2016/06/23","2016/07/05","2016/07/08 06:30","とび・土工・コンクリート工事",""
"1773","161603","","一般競争入札","電子入札","平成２８年度　地特　第３１号","御坊由良線地方特定道路整備設計業務","130560","日高振興局建設部","日高郡由良町","14700000","15876000","2016/06/23","2016/07/05","2016/07/09 06:30","鋼構造及びコンクリート",""
"1774","161664","","一般競争入札","電子入札","平成２８年度　地特　第１１号－３","泉佐野岩出線外１線外地方特定道路整備設計業務","130260","那賀振興局建設部","岩出市","3740000","4039200","2016/06/23","2016/07/05","2016/07/08 16:30","河川砂防及び海岸",""
"1775","161599","","一般競争入札","電子入札","平成２８年度　整促　第６号－１","和歌山２期地区緊急遮断弁整備工事","130590","日高振興局農林水産振興部","御坊市","24047000","25970760","2016/06/23","2016/07/06","2016/07/12 06:30","水道施設工事",""
"1776","161610","","一般競争入札","電子入札","平成２８年度　水合理　第６号－１１","新六箇井２期地区　保全計画策定その３業務","130190","海草振興局農林水産振興部","和歌山市","3130000","3380400","2016/06/23","2016/07/05","2016/07/13 06:30","農業土木",""
